age 1955 1956 1957 1958 1959 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002
1.800000e+01 4.213779e-04 6.909258e-04 6.828495e-04 4.429352e-04 4.757580e-04 5.995204e-04 3.630950e-04 3.802659e-04 5.173306e-04 4.210395e-04 4.994693e-04 3.984064e-04 3.377726e-04 4.050223e-04 4.264999e-04 5.864565e-04 5.082961e-04 2.932713e-04 5.163314e-04 4.334715e-04 5.297111e-04 5.639734e-04 4.225406e-04 5.005005e-04 4.099561e-04 3.064430e-04 3.364297e-04 1.254233e-04 3.125206e-04 2.648480e-04 4.483560e-04 1.850855e-04 2.499420e-04 3.207426e-04 4.048732e-04 3.552019e-04 4.108757e-04 2.538209e-04 3.418127e-04 2.459792e-04 3.176557e-04 1.221822e-04 2.083724e-04 2.415556e-04 1.584190e-04 3.043708e-04 2.659683e-04 2.059350e-04
1.900000e+01 5.106756e-04 4.385864e-04 4.554875e-04 4.145394e-04 2.511827e-04 4.517975e-04 4.093663e-04 4.151550e-04 5.102545e-04 4.056669e-04 5.260308e-04 4.780704e-04 3.620166e-04 4.942050e-04 5.669218e-04 4.345257e-04 4.834464e-04 3.067042e-04 3.839965e-04 4.764537e-04 3.931774e-04 4.874848e-04 3.723771e-04 4.183146e-04 3.432560e-04 2.897991e-04 6.057623e-04 3.713607e-04 3.033602e-04 3.116900e-04 4.781139e-04 3.637747e-04 3.010638e-04 3.014024e-04 2.434183e-04 3.271419e-04 1.935427e-04 2.660895e-04 2.702751e-04 2.854645e-04 2.989592e-04 2.168770e-04 2.229564e-04 1.869275e-04 3.213755e-04 3.754496e-04 3.236311e-04 5.492270e-04
2.000000e+01 4.109258e-04 5.515588e-04 3.651051e-04 3.377542e-04 3.253020e-04 3.552546e-04 3.837789e-04 4.263700e-04 3.958971e-04 4.260758e-04 3.721334e-04 5.208413e-04 2.443494e-04 5.309762e-04 4.578827e-04 4.070600e-04 5.268346e-04 3.561824e-04 3.785489e-04 5.105855e-04 3.025490e-04 3.712366e-04 3.896899e-04 4.787420e-04 4.895408e-04 5.285911e-04 2.295113e-04 1.884481e-04 3.515979e-04 3.380602e-04 3.266266e-04 3.612183e-04 3.948667e-04 3.824028e-04 2.637177e-04 3.508772e-04 2.335945e-04 2.800238e-04 2.643358e-04 1.787055e-04 3.175891e-04 2.416761e-04 2.746390e-04 3.030915e-04 2.892502e-04 2.394015e-04 2.545875e-04 3.809066e-04
2.100000e+01 6.049900e-04 4.777032e-04 4.746422e-04 4.978840e-04 4.481793e-04 4.543488e-04 6.019845e-04 2.969247e-04 4.647216e-04 4.129264e-04 3.912427e-04 5.687495e-04 4.711461e-04 5.164191e-04 3.100871e-04 4.025142e-04 3.355437e-04 5.244637e-04 4.989042e-04 2.700562e-04 2.174583e-04 6.195438e-04 6.065730e-04 4.762079e-04 2.006274e-04 2.797985e-04 5.053246e-04 4.755112e-04 1.692429e-04 3.323118e-04 3.012689e-04 3.251240e-04 2.286274e-04 4.743911e-04 2.807319e-04 2.778598e-04 2.193664e-04 3.034360e-04 4.170142e-04 2.444860e-04 2.831157e-04 2.459636e-04 2.962360e-04 2.735069e-04 2.213235e-04 2.874861e-04 2.375156e-04 2.525056e-04
2.200000e+01 6.383512e-04 5.757329e-04 7.347364e-04 4.008016e-04 5.197270e-04 4.258944e-04 4.519823e-04 2.892383e-04 5.286865e-04 5.236551e-04 4.644599e-04 4.852014e-04 5.044483e-04 4.545179e-04 4.685611e-04 5.639126e-04 5.026810e-04 3.186743e-04 4.074150e-04 3.386628e-04 4.121347e-04 6.296663e-04 3.720999e-04 4.003203e-04 4.536382e-04 3.251974e-04 2.593121e-04 2.988476e-04 5.311380e-04 3.941293e-04 3.679244e-04 3.351798e-04 2.747963e-04 4.061343e-04 3.085969e-04 2.286013e-04 2.921012e-04 3.627197e-04 2.484693e-04 3.098373e-04 3.109077e-04 2.287685e-04 2.799944e-04 3.139601e-04 1.946245e-04 2.797203e-04 1.830608e-04 1.763807e-04
2.300000e+01 5.174237e-04 4.304193e-04 5.019001e-04 4.703005e-04 6.127162e-04 5.886615e-04 5.132096e-04 4.500643e-04 3.506167e-04 5.065322e-04 4.406875e-04 5.503675e-04 5.795981e-04 4.580782e-04 5.588533e-04 5.063593e-04 3.909539e-04 3.654192e-04 4.638071e-04 4.253147e-04 4.981231e-04 4.814207e-04 3.569389e-04 3.866478e-04 5.237209e-04 4.326507e-04 2.873047e-04 2.953228e-04 3.168214e-04 3.029959e-04 3.742935e-04 3.661528e-04 4.558125e-04 3.374741e-04 3.063577e-04 4.014645e-04 1.617390e-04 3.238784e-04 4.141383e-04 1.933522e-04 2.215406e-04 3.611350e-04 4.210896e-04 2.444732e-04 2.023510e-04 2.318751e-04 2.372761e-04 3.215499e-04
2.400000e+01 6.338521e-04 4.477478e-04 5.193515e-04 3.809433e-04 4.692522e-04 4.728132e-04 4.075441e-04 5.564087e-04 5.779357e-04 5.561392e-04 6.299477e-04 5.963148e-04 5.658809e-04 5.639431e-04 4.117548e-04 4.635583e-04 2.947939e-04 5.112551e-04 3.977481e-04 4.808848e-04 3.223508e-04 4.246735e-04 4.429561e-04 5.306635e-04 3.836037e-04 3.228989e-04 3.588088e-04 4.118542e-04 3.687384e-04 2.793660e-04 2.831578e-04 2.608971e-04 2.914549e-04 3.659302e-04 3.348855e-04 3.503966e-04 3.499952e-04 2.409097e-04 2.875410e-04 3.033439e-04 2.956213e-04 2.545263e-04 2.572899e-04 2.273681e-04 2.779129e-04 2.011594e-04 1.532362e-04 1.367962e-04
2.500000e+01 6.432295e-04 6.748960e-04 2.905547e-04 5.186605e-04 5.698276e-04 5.409601e-04 4.483458e-04 5.421034e-04 4.449784e-04 6.200291e-04 5.747244e-04 4.592039e-04 6.325111e-04 4.776225e-04 5.160125e-04 5.601986e-04 4.454343e-04 6.045236e-04 3.783866e-04 3.531561e-04 5.924550e-04 4.565978e-04 3.873171e-04 3.341541e-04 3.518092e-04 5.269278e-04 2.857296e-04 3.225113e-04 2.860770e-04 2.213083e-04 3.713055e-04 4.892736e-04 3.895453e-04 4.521777e-04 2.592733e-04 5.045727e-04 5.364130e-04 3.002481e-04 3.354901e-04 3.522662e-04 2.819632e-04 2.425713e-04 3.044397e-04 2.222754e-04 3.484442e-04 1.900845e-04 2.356609e-04 2.466606e-04
2.600000e+01 7.399264e-04 5.082648e-04 6.078763e-04 6.688516e-04 6.758279e-04 7.134703e-04 5.205253e-04 4.945831e-04 4.287778e-04 6.225543e-04 3.833784e-04 5.506271e-04 5.191785e-04 5.736440e-04 5.480711e-04 4.807153e-04 4.067551e-04 6.246282e-04 4.600226e-04 4.552628e-04 4.907674e-04 5.116234e-04 4.884786e-04 4.372770e-04 4.724327e-04 4.382275e-04 3.807590e-04 4.632434e-04 4.832042e-04 5.185331e-04 5.704821e-04 3.333642e-04 3.560253e-04 5.536690e-04 4.666356e-04 3.935526e-04 3.751993e-04 2.510198e-04 3.458793e-04 3.171029e-04 3.317630e-04 3.159835e-04 2.074079e-04 1.012402e-04 2.553105e-04 2.944182e-04 2.228355e-04 2.693433e-04
2.700000e+01 6.215440e-04 5.907547e-04 7.724735e-04 5.635635e-04 5.570658e-04 6.318973e-04 5.957771e-04 5.669068e-04 7.761601e-04 4.739550e-04 4.877076e-04 3.600322e-04 7.305640e-04 5.815161e-04 5.343678e-04 6.147361e-04 3.829339e-04 5.581872e-04 5.534779e-04 4.472739e-04 4.557677e-04 5.819206e-04 4.625347e-04 5.023947e-04 4.708344e-04 4.188262e-04 4.723005e-04 5.428783e-04 4.636647e-04 4.472992e-04 3.752815e-04 3.489568e-04 5.354209e-04 4.283772e-04 3.847422e-04 3.019324e-04 4.405585e-04 3.265484e-04 3.434602e-04 2.342835e-04 3.142431e-04 3.306113e-04 2.452741e-04 3.276709e-04 2.523638e-04 2.542847e-04 2.580024e-04 3.401881e-04
2.800000e+01 6.827492e-04 5.770957e-04 7.164984e-04 6.172295e-04 5.635390e-04 6.920724e-04 7.672346e-04 6.426276e-04 6.617352e-04 6.347564e-04 5.400419e-04 4.410630e-04 5.273260e-04 4.870328e-04 5.817336e-04 4.912943e-04 5.075343e-04 4.793557e-04 5.912943e-04 5.557976e-04 4.926550e-04 5.008575e-04 4.283376e-04 5.395541e-04 5.009853e-04 3.828617e-04 4.529853e-04 4.895362e-04 5.251245e-04 5.533244e-04 4.645346e-04 5.884661e-04 3.660322e-04 4.962597e-04 5.548671e-04 4.537370e-04 4.221710e-04 4.039996e-04 4.183517e-04 4.342499e-04 3.403939e-04 2.666918e-04 2.808617e-04 2.447210e-04 2.923574e-04 2.848430e-04 2.357379e-04 1.537043e-04
2.900000e+01 9.166451e-04 6.601749e-04 6.407518e-04 6.101666e-04 6.172295e-04 6.725825e-04 8.033921e-04 6.538011e-04 7.140307e-04 8.500189e-04 5.867994e-04 5.820982e-04 7.029105e-04 5.906301e-04 5.070891e-04 5.375344e-04 5.080606e-04 6.831798e-04 5.458077e-04 4.418105e-04 5.409710e-04 6.409492e-04 5.304879e-04 3.961603e-04 6.017324e-04 6.336607e-04 5.562605e-04 3.139663e-04 5.594797e-04 5.619811e-04 3.926678e-04 5.171922e-04 4.806836e-04 4.733555e-04 4.202679e-04 5.491488e-04 3.421389e-04 3.147128e-04 3.014873e-04 5.237054e-04 3.535253e-04 3.861541e-04 2.509214e-04 2.969023e-04 3.307799e-04 2.571664e-04 2.168618e-04 3.514997e-04
3.000000e+01 9.152160e-04 5.374953e-04 8.451866e-04 5.541701e-04 6.940939e-04 8.379457e-04 6.066384e-04 6.690306e-04 7.213706e-04 7.139967e-04 6.359675e-04 7.481005e-04 5.577743e-04 7.467112e-04 7.802286e-04 5.853028e-04 7.826499e-04 8.806779e-04 5.988235e-04 7.415767e-04 6.097654e-04 6.610577e-04 4.765663e-04 4.078981e-04 6.693746e-04 4.276008e-04 4.838737e-04 4.524966e-04 5.932129e-04 5.072679e-04 4.712877e-04 4.457440e-04 6.047132e-04 4.434118e-04 4.707246e-04 6.152621e-04 5.265643e-04 4.833685e-04 5.226390e-04 3.991817e-04 4.117486e-04 2.612130e-04 4.019355e-04 2.664159e-04 2.960088e-04 2.430556e-04 2.556673e-04 4.142433e-04
3.100000e+01 7.422492e-04 7.978672e-04 5.966350e-04 6.592365e-04 7.034447e-04 8.212774e-04 7.289596e-04 5.418057e-04 8.697010e-04 6.534769e-04 6.652728e-04 4.223072e-04 6.524677e-04 7.581163e-04 7.467440e-04 6.092053e-04 4.825867e-04 6.400859e-04 7.281458e-04 6.010147e-04 8.546457e-04 6.398830e-04 6.003842e-04 6.539542e-04 4.832596e-04 6.389485e-04 5.701164e-04 5.679920e-04 4.530643e-04 5.935547e-04 6.993863e-04 5.793743e-04 4.805382e-04 6.558191e-04 5.819695e-04 5.030362e-04 5.217047e-04 4.694242e-04 4.993936e-04 5.365364e-04 4.286539e-04 4.267317e-04 4.453112e-04 3.397264e-04 3.441049e-04 1.804580e-04 3.280953e-04 3.216196e-04
3.200000e+01 6.341509e-04 9.319664e-04 8.753161e-04 9.332804e-04 6.996749e-04 6.405329e-04 6.544364e-04 7.286216e-04 7.367121e-04 7.142379e-04 7.872422e-04 6.394922e-04 1.051893e-03 8.620891e-04 7.577615e-04 5.471298e-04 6.270903e-04 5.634937e-04 7.466401e-04 5.923001e-04 6.366498e-04 7.095859e-04 7.002481e-04 8.087343e-04 5.791936e-04 6.188679e-04 4.569827e-04 6.500301e-04 4.681413e-04 6.274619e-04 5.589617e-04 5.070285e-04 5.607308e-04 5.497429e-04 3.706907e-04 4.029644e-04 4.825134e-04 6.266225e-04 3.416037e-04 2.481038e-04 4.627170e-04 5.271655e-04 3.354528e-04 3.071112e-04 3.545115e-04 2.964627e-04 3.759829e-04 3.264324e-04
3.300000e+01 9.188786e-04 1.097940e-03 9.509500e-04 8.356979e-04 6.953412e-04 1.009144e-03 7.476556e-04 7.387863e-04 8.609652e-04 7.797440e-04 1.069543e-03 9.201903e-04 9.211801e-04 5.612197e-04 6.526807e-04 7.999111e-04 1.068329e-03 6.907812e-04 8.685114e-04 6.037139e-04 8.893632e-04 8.839545e-04 7.576979e-04 6.083650e-04 7.638962e-04 7.720059e-04 6.495861e-04 5.339354e-04 7.934493e-04 7.369320e-04 7.502792e-04 4.717476e-04 6.463221e-04 4.871624e-04 5.122679e-04 5.439646e-04 5.227938e-04 3.562015e-04 6.962669e-04 6.073815e-04 7.023705e-04 4.795588e-04 4.280963e-04 5.787566e-04 3.221798e-04 2.615787e-04 2.951640e-04 4.067355e-04
